T	AX	AY	AZ	HX	HY	HZ	MX	MY	MZ	Temp	Move
77.50332	5.463568	7.8170686	-2.0973208	0.12144015	-0.3720436	0.09720538	-223.8	-109.8	-108.600006	26.232574	none
77.50549	5.4899044	7.845799	-2.0901382	0.11025487	-0.34567833	0.08575379	-223.8	-109.8	-108.600006	26.271513	none
77.507675	5.535394	7.7548194	-2.0374656	0.10466223	-0.3225088	0.0727043	-223.8	-97.8	-108.600006	26.259533	none
77.50986	5.5138464	7.740454	-2.0973208	0.09267801	-0.29933932	0.06018744	-223.8	-97.8	-108.600006	26.244556	none
77.51205	5.5401826	7.735666	-1.9895816	0.07829694	-0.2647182	0.042077947	-223.8	-97.8	-108.600006	26.226585	none
77.51423	5.592855	7.735666	-1.9967642	0.06231797	-0.24527714	0.028495824	-223.8	-97.8	-108.600006	26.301464	none
77.5164	5.566519	7.764396	-1.946486	0.05273059	-0.22583607	0.018908445	-223.20001	-106.8	-106.8	26.283493	none
77.518585	5.566519	7.776367	-1.9656396	0.041545313	-0.20426446	0.008788432	-223.20001	-106.8	-106.8	26.256536	none
77.520775	5.554548	7.8050976	-1.9201498	0.025300032	-0.18216023	-0.0031957934	-223.20001	-106.8	-106.8	26.307455	none
77.52296	5.583278	7.73806	-2.0087352	0.008788432	-0.14460965	-0.021038974	-223.20001	-106.8	-106.8	26.247551	none
77.52514	5.544971	7.788338	-1.9608512	0.0	-0.11744541	-0.026631612	-223.20001	-106.8	-106.8	26.202623	none
77.52731	5.506664	7.8050976	-2.0494366	-0.008522116	-0.09454222	-0.03195793	-214.8	-115.200005	-121.200005	26.241562	none
77.5295	5.415684	7.819463	-1.9991584	-0.016777916	-0.072970614	-0.04181163	-214.8	-115.200005	-121.200005	26.220594	none
77.531685	5.363012	7.8290396	-2.042254	-0.027164243	-0.050866377	-0.05006743	-214.8	-115.200005	-121.200005	26.244556	none
77.53387	5.3007627	7.836222	-2.0254946	-0.03701794	-0.01917476	-0.05752428	-214.8	-115.200005	-121.200005	26.232574	none
77.53605	5.281609	7.836222	-2.0733786	-0.042876896	0.002130529	-0.06737798	-214.8	-115.200005	-121.200005	26.265522	none
77.53824	5.2385135	7.8266454	-2.0111294	-0.054062173	0.01917476	-0.07563378	-224.40001	-102.00001	-105.600006	26.307455	none
77.54041	5.161899	7.7907324	-1.9895816	-0.06018744	0.037550572	-0.0777643	-224.40001	-102.00001	-105.600006	26.259533	none
77.542595	5.1786585	7.728483	-1.9776106	-0.062051654	0.05352954	-0.08335695	-224.40001	-102.00001	-105.600006	26.241562	none
77.54478	5.0876784	7.699753	-1.9560628	-0.06711166	0.06524745	-0.0892159	-224.40001	-102.00001	-105.600006	26.256536	none
77.54696	5.080496	7.6494746	-1.9512744	-0.070307456	0.08229168	-0.09187906	-220.8	-102.00001	-110.4	26.292479	none
77.54913	5.023035	7.630321	-2.0015526	-0.07350325	0.094808534	-0.088150635	-220.8	-102.00001	-110.4	26.325426	none
77.55132	4.96318	7.5968018	-1.910573	-0.07483483	0.10146644	-0.086020105	-220.8	-102.00001	-110.4	26.238565	none
77.553505	4.891354	7.5225816	-1.9632454	-0.07137272	0.10466223	-0.08548747	-220.8	-102.00001	-110.4	26.265522	none
77.55569	4.8458643	7.501034	-2.0278888	-0.07084008	0.105993815	-0.08069378	-220.8	-102.00001	-110.4	26.292479	none
77.55788	4.7788267	7.505822	-2.0207062	-0.066046394	0.103863284	-0.072171666	-219.00002	-103.8	-108.600006	26.283493	none
77.56006	4.733337	7.465121	-2.0733786	-0.058589544	0.0958738	-0.064182185	-219.00002	-103.8	-108.600006	26.271513	none
77.56223	4.6950297	7.443573	-2.0829554	-0.04926848	0.082558	-0.05219796	-219.00002	-103.8	-108.600006	26.247551	none
77.564415	4.642357	7.4363904	-2.1619642	-0.03542004	0.07536746	-0.03888215	-219.00002	-103.8	-108.600006	26.334412	none
77.566605	4.6351743	7.4507556	-2.207454	-0.021571605	0.05672533	-0.03089267	-208.8	-112.8	-123.600006	26.295475	none
77.56879	4.6255975	7.441179	-2.336741	0.002396845	0.033289514	-0.0058589545	-208.8	-112.8	-123.600006	26.241562	none
77.57097	4.6279917	7.4842744	-2.4540567	0.01438107	0.015180019	0.0058589545	-208.8	-112.8	-123.600006	26.280499	none
77.57314	4.6136265	7.505822	-2.4756045	0.033822145	-0.0055926386	0.018109497	-208.8	-112.8	-123.600006	26.262527	none
77.57533	4.596867	7.5082164	-2.480393	0.048203215	-0.023169503	0.03222425	-208.8	-112.8	-123.600006	26.22958	none
77.57751	4.560954	7.515399	-2.5306711	0.06231797	-0.044208474	0.046339005	-219.6	-104.4	-108.00001	26.271513	none
77.5797	4.5441947	7.5704656	-2.540248	0.082025364	-0.08681905	0.07456851	-219.6	-104.4	-108.00001	26.259533	none
77.58188	4.5657425	7.553706	-2.4947581	0.09347696	-0.113983296	0.08974853	-219.6	-104.4	-108.00001	26.280499	none
77.58405	4.5441947	7.577648	-2.3774424	0.103863284	-0.1504686	0.098004326	-219.6	-104.4	-108.00001	26.259533	none
77.58624	4.5561657	7.539341	-2.4133554	0.1123854	-0.18855181	0.11052119	-221.40001	-102.600006	-109.8	26.241562	none
77.588425	4.5896845	7.57286	-2.4540567	0.12357068	-0.22264028	0.12410331	-221.40001	-102.600006	-109.8	26.253542	none
77.59061	4.6495395	7.5441294	-2.3391352	0.13528858	-0.26525086	0.13688648	-221.40001	-102.600006	-109.8	26.241562	none
77.59279	4.630386	7.553706	-2.3511062	0.13954964	-0.29534456	0.14966966	-221.40001	-102.600006	-109.8	26.2176	none
77.59496	4.6830587	7.491457	-2.3295584	0.14780544	-0.31718248	0.15845808	-221.40001	-102.600006	-109.8	26.295475	none
77.597145	4.7309427	7.491457	-2.255338	0.15286545	-0.32783514	0.16911073	-225.00002	-103.8	-108.600006	26.23557	none
77.599335	4.8003745	7.513005	-2.183512	0.16112125	-0.3392867	0.17816548	-225.00002	-103.8	-108.600006	26.247551	none
77.60152	4.876989	7.4986396	-2.2361844	0.16538231	-0.3438141	0.1949434	-225.00002	-103.8	-108.600006	26.322432	none
77.6037	4.8817773	7.541735	-2.2625206	0.16564862	-0.34754252	0.2066613	-225.00002	-103.8	-108.600006	26.277504	none
77.60587	4.9320555	7.575254	-2.2649148	0.1667139	-0.34807515	0.21385184	-214.20001	-113.4	-114.600006	26.208614	none
77.60806	5.0302176	7.6231384	-2.2720973	0.1685781	-0.34754252	0.22050974	-214.20001	-113.4	-114.600006	26.232574	none
77.610245	5.0182467	7.6351094	-2.2744915	0.16777915	-0.33848777	0.22503711	-214.20001	-113.4	-114.600006	26.31644	none
77.61243	5.0421886	7.7308774	-2.2002714	0.15765914	-0.33289513	0.23089607	-214.20001	-113.4	-114.600006	26.220594	none
77.61461	5.1547165	7.704541	-2.2337902	0.1536644	-0.32863408	0.23355924	-214.20001	-113.4	-114.600006	26.256536	none
77.6168	5.2241483	7.7308774	-2.2361844	0.14460965	-0.3225088	0.23222765	-210.00002	-102.00001	-116.4	26.274508	none
77.61897	5.303157	7.6734166	-2.2840683	0.13688648	-0.31451932	0.22663501	-210.00002	-102.00001	-116.4	26.28649	none
77.621155	5.353435	7.735666	-2.3511062	0.12756541	-0.31318775	0.22237396	-210.00002	-102.00001	-116.4	26.28649	none
77.62334	5.398925	7.759608	-2.3127987	0.11771172	-0.31451932	0.21891184	-210.00002	-102.00001	-116.4	26.238565	none
77.62553	5.499481	7.759608	-2.3870192	0.10892329	-0.31372038	0.19920446	-210.00002	-102.00001	-116.4	26.23557	none
77.62771	5.590461	7.81228	-2.3199813	0.09960223	-0.30280143	0.18908444	-222.6	-103.8	-115.8	26.274508	none
77.62988	5.631162	7.7907324	-2.384625	0.092944324	-0.29294774	0.18082865	-222.6	-103.8	-115.8	26.274508	none
77.632065	5.645528	7.8529816	-2.3127987	0.083889574	-0.2790993	0.17070863	-222.6	-103.8	-115.8	26.241562	none
77.63425	5.731719	7.884106	-2.3056161	0.07243799	-0.26045716	0.15472966	-222.6	-103.8	-115.8	26.259533	none
77.63644	5.8083334	7.9272017	-2.3702598	0.06338324	-0.23568976	0.13182648	-220.20001	-105.00001	-108.600006	26.292479	none
77.63862	5.8203044	7.929596	-2.396596	0.05352954	-0.21438447	0.119043306	-220.20001	-105.00001	-108.600006	26.31045	none
77.64079	5.746084	7.9367785	-2.3654714	0.044208474	-0.19014971	0.101999074	-220.20001	-105.00001	-108.600006	26.253542	none
77.642975	5.781997	7.9726915	-2.3199813	0.036218993	-0.16724652	0.08175905	-220.20001	-105.00001	-108.600006	26.289484	none
77.645164	5.7867856	7.9846625	-2.360683	0.02743056	-0.14514229	0.06471482	-220.20001	-105.00001	-108.600006	26.268518	none
77.64735	5.686229	8.049306	-2.4061728	0.016777916	-0.11105382	0.037550572	-219.6	-108.00001	-117.600006	26.307455	none
77.64953	5.650316	8.128315	-2.4229321	0.010386328	-0.084155895	0.01784318	-219.6	-108.00001	-117.600006	26.307455	none
77.6517	5.619191	8.183381	-2.4947581	7.9894834E-4	-0.058056913	0.0	-219.6	-108.00001	-117.600006	26.265522	none
77.65389	5.6335564	8.12592	-2.5115175	-0.0077231675	-0.03169162	-0.020240024	-219.6	-108.00001	-117.600006	26.30446	none
77.656075	5.571307	8.101978	-2.4732103	-0.017044231	-0.002130529	-0.039414786	-211.8	-99.00001	-119.4	26.256536	none
77.65826	5.547365	8.061277	-2.4947581	-0.03195793	0.030626353	-0.06684534	-211.8	-99.00001	-119.4	26.22359	none
77.66044	5.5138464	8.015787	-2.5019407	-0.04261058	0.04314321	-0.083090626	-211.8	-99.00001	-119.4	26.256536	none
77.66261	5.45878	8.02297	-2.5258827	-0.056991648	0.052996907	-0.10013486	-211.8	-99.00001	-119.4	26.256536	none
77.6648	5.451597	7.9726915	-2.552219	-0.071106404	0.06524745	-0.11584751	-211.8	-99.00001	-119.4	26.214603	none
77.666985	5.4444146	7.917625	-2.5258827	-0.082558	0.070041135	-0.13129385	-216.6	-102.600006	-113.4	26.232574	none
77.66917	5.3318872	7.884106	-2.5570073	-0.094808534	0.0727043	-0.14274544	-216.6	-102.600006	-113.4	26.265522	none
77.67135	5.2983685	7.821857	-2.5881321	-0.10679276	0.07483483	-0.14940333	-216.6	-102.600006	-113.4	26.259533	none
77.67352	5.2959743	7.785944	-2.5737667	-0.11771172	0.07190535	-0.15286545	-216.6	-102.600006	-113.4	26.253542	none
77.67571	5.3103395	7.807492	-2.5905263	-0.13289174	0.07190535	-0.15126756	-214.8	-102.00001	-115.200005	26.28649	none
77.677895	5.281609	7.7691846	-2.4971523	-0.14061491	0.068176925	-0.15233281	-214.8	-102.00001	-115.200005	26.271513	none
77.68008	5.2145715	7.750031	-2.504335	-0.14647387	0.061519023	-0.14727281	-214.8	-102.00001	-115.200005	26.271513	none
77.68227	5.2241483	7.714118	-2.468422	-0.16458336	0.051931642	-0.13901702	-214.8	-102.00001	-115.200005	26.262527	none
77.68445	5.2002063	7.7548194	-2.4157495	-0.1717739	0.052996907	-0.12916331	-214.8	-102.00001	-115.200005	26.253542	none
77.68662	5.130774	7.747637	-2.3319526	-0.17550232	0.052464273	-0.1206412	-220.20001	-103.8	-113.4	26.244556	none
77.688805	5.12838	7.728483	-2.303222	-0.17869811	0.05139901	-0.11504856	-220.20001	-103.8	-113.4	26.271513	none
77.69099	5.068525	7.7189064	-2.3056161	-0.18615496	0.048469532	-0.107858025	-220.20001	-103.8	-113.4	26.256536	none
77.69317	5.056554	7.7213006	-2.2601264	-0.18642128	0.051931642	-0.09187906	-220.20001	-103.8	-113.4	26.289484	none
77.69536	5.0757074	7.6829934	-2.2697031	-0.19014971	0.052464273	-0.080960095	-217.20001	-105.600006	-111.600006	26.292479	none
77.69753	5.044583	7.668628	-2.2050598	-0.19148129	0.049534798	-0.07403588	-217.20001	-105.600006	-111.600006	26.262527	none
77.699715	5.056554	7.6710224	-2.111686	-0.19148129	0.05352954	-0.06711166	-217.20001	-105.600006	-111.600006	26.256536	none
77.7019	5.044583	7.6231384	-2.1308396	-0.18775286	0.05139901	-0.061252706	-217.20001	-105.600006	-111.600006	26.232574	none
77.70409	5.0254292	7.6255326	-2.1140802	-0.18162759	0.050333746	-0.046871636	-217.20001	-105.600006	-111.600006	26.256536	none
77.70627	5.0493712	7.654263	-2.0805612	-0.17443706	0.049534798	-0.04314321	-217.20001	-105.600006	-111.600006	26.271513	none
77.70844	5.044583	7.654263	-2.0685902	-0.1667139	0.05486112	-0.036218993	-217.20001	-105.600006	-111.600006	26.28649	none
77.710625	5.023035	7.6590514	-2.0685902	-0.1587244	0.056991648	-0.028495824	-217.20001	-105.600006	-111.600006	26.301464	none
77.71281	5.0517654	7.6590514	-2.0709844	-0.1488707	0.056459017	-0.022370555	-217.20001	-105.600006	-111.600006	26.289484	none
77.71499	5.044583	7.6351094	-2.0685902	-0.1323591	0.056991648	-0.011451593	-217.20001	-105.600006	-111.600006	26.29847	none
77.71718	5.0661306	7.690176	-2.087744	-0.11930962	0.052464273	-0.0031957934	-217.20001	-105.600006	-111.600006	26.274508	none
77.71935	5.035006	7.668628	-2.0709844	-0.10679276	0.05352954	-5.326322E-4	-217.20001	-105.600006	-111.600006	26.277504	none
77.721535	5.0613422	7.7332716	-2.0398598	-0.096939065	0.049534798	0.0010652645	-217.20001	-105.600006	-111.600006	26.274508	none
77.72372	5.0613422	7.7811556	-1.9632454	-0.08149273	0.043409526	0.010386328	-217.20001	-105.600006	-111.600006	26.277504	none
77.72591	5.097255	7.8529816	-1.9847932	-0.06498113	0.043675844	0.011717909	-219.00002	-107.4	-109.8	26.274508	none
77.72809	5.073313	7.831434	-2.0590134	-0.05273059	0.045007423	0.016511599	-219.00002	-107.4	-109.8	26.268518	none
77.73026	5.023035	7.848193	-2.1930888	-0.047404267	0.04474111	0.018375812	-219.00002	-107.4	-109.8	26.280499	none
77.73245	5.080496	7.819463	-2.2864625	-0.03169162	0.03834952	0.01784318	-219.00002	-107.4	-109.8	26.262527	none
77.734634	5.145139	7.776367	-2.2744915	-0.029028457	0.030360037	0.017310547	-219.00002	-107.4	-109.8	26.2176	none
77.73682	5.161899	7.7691846	-2.2984335	-0.022104237	0.017044231	0.015978966	-218.40001	-108.00001	-110.4	26.238565	none
77.739	5.1786585	7.7548194	-2.3463178	-0.007456851	-0.0031957934	0.008255799	-218.40001	-108.00001	-110.4	26.268518	none
77.74119	5.1690817	7.728483	-2.27928	-0.0031957934	-0.015446335	0.0061252704	-218.40001	-108.00001	-110.4	26.28649	none
77.74336	5.245696	7.7332716	-2.2601264	-0.0013315806	-0.033023197	0.002130529	-218.40001	-108.00001	-110.4	26.256536	none
77.745544	5.2600613	7.7548194	-2.3080103	-2.663161E-4	-0.04873585	-0.005060006	-217.8	-103.8	-115.8	26.262527	none
77.74773	5.317522	7.7691846	-2.2146366	0.0034621095	-0.06524745	-0.010120012	-217.8	-103.8	-115.8	26.244556	none
77.749916	5.374983	7.7667904	-2.2122424	-0.002130529	-0.07563378	-0.018375812	-217.8	-103.8	-115.8	26.30446	none
77.7521	5.391742	7.819463	-2.15957	-0.007190535	-0.07536746	-0.018109497	-217.8	-103.8	-115.8	26.28649	none
77.75427	5.4300494	7.797915	-2.0638018	-0.013848438	-0.072970614	-0.02263687	-217.8	-103.8	-115.8	26.271513	none
77.756454	5.4779334	7.81228	-2.1092918	-0.019707393	-0.066312715	-0.027696876	-222.6	-106.200005	-112.200005	26.271513	none
77.75864	5.4779334	7.821857	-2.1452048	-0.025832662	-0.059921127	-0.033822145	-222.6	-106.200005	-112.200005	26.265522	none
77.76082	5.5401826	7.8027034	-1.9656396	-0.034088463	-0.047137953	-0.04181163	-222.6	-106.200005	-112.200005	26.23557	none
77.76301	5.5497594	7.8050976	-1.9847932	-0.04580637	-0.033289514	-0.046339005	-222.6	-106.200005	-112.200005	26.256536	none
77.76518	5.556942	7.8266454	-1.9895816	-0.04926848	-0.02263687	-0.05486112	-216.6	-102.600006	-107.4	26.268518	none
77.767365	5.5737014	7.8649526	-2.0135236	-0.05885586	-0.013582122	-0.059921127	-216.6	-102.600006	-107.4	26.271513	none
77.769554	5.5641246	7.9104424	-1.9871874	-0.06364955	-0.002130529	-0.06657903	-216.6	-102.600006	-107.4	26.268518	none
77.771736	5.57849	7.9367785	-2.0709844	-0.071106404	0.013848438	-0.0793622	-216.6	-102.600006	-107.4	26.301464	none
77.77392	5.5497594	7.9846625	-1.982399	-0.07590009	0.034088463	-0.09081379	-216.6	-102.600006	-107.4	26.31045	none
77.77609	4.8961425	7.61835	-0.7086837	-0.07803062	0.0793622	-0.096939065	-220.8	-108.00001	-106.8	26.256536	none
77.778275	3.7972038	7.07726	0.8571242	-0.07882957	0.37151098	-0.08948222	-220.8	-108.00001	-106.8	26.301464	none
77.780464	5.6000376	8.003817	-1.5251064	-0.08468852	0.8061389	-0.06897587	-220.8	-108.00001	-106.8	26.30446	none
77.782646	5.499481	8.252813	-2.2936451	-0.06498113	0.71133035	-0.035952676	-220.8	-108.00001	-106.8	26.31045	none
77.78483	5.3821654	8.054094	-2.4109612	-0.0479369	0.597347	-0.024501082	-220.8	-108.00001	-106.8	26.283493	none
77.787	5.4922986	7.7907324	-2.3678656	-0.03834952	0.5139901	-0.007989483	-213.00002	-113.4	-121.8	26.262527	none
77.789185	5.6096144	7.785944	-2.3942018	-0.030360037	0.44581318	0.014647386	-213.00002	-113.4	-121.8	26.241562	none
77.791374	5.81791	7.965509	-2.597709	-0.024501082	0.38242993	0.035952676	-213.00002	-113.4	-121.8	26.28649	none
77.79356	5.6646814	8.039729	-2.6982653	-0.01917476	0.2593919	0.046871636	-213.00002	-113.4	-121.8	26.289484	none
77.79574	5.451597	7.93199	-2.7269957	-0.018908445	0.19387813	0.045540057	-220.8	-104.4	-114.00001	26.28649	none
77.79791	5.092467	7.821857	-2.5139117	-0.021038974	0.15446335	0.036485307	-220.8	-104.4	-114.00001	26.313446	none
77.80011	5.020641	7.9008656	-2.6120741	-0.028229509	0.15393071	0.017576864	-220.8	-104.4	-114.00001	26.295475	none
77.802284	5.023035	7.728483	-2.554613	-0.03435478	0.13129385	0.0015978967	-220.8	-104.4	-114.00001	26.277504	none
77.80447	4.805163	7.4603324	-2.2170308	-0.03888215	0.11371698	-0.028229509	-220.8	-104.4	-114.00001	26.322432	none
77.80665	4.7764325	7.455544	-2.0350714	-0.05352954	0.1603223	-0.066046394	-222.00002	-104.4	-110.4	26.220594	none
77.80884	4.8243165	7.6614456	-2.1667526	-0.060453758	0.16085494	-0.08442221	-222.00002	-104.4	-110.4	26.280499	none
77.81102	4.8099513	7.7931266	-2.1571758	-0.07456851	0.1323591	-0.103863284	-222.00002	-104.4	-110.4	26.22359	none
77.813194	4.865018	7.860164	-2.1164744	-0.082025364	0.07643273	-0.12650016	-222.00002	-104.4	-110.4	26.253542	none
77.81538	4.96318	7.872135	-2.0470424	-0.09427591	0.021038974	-0.14487597	-220.20001	-103.8	-108.600006	26.2176	none
77.81756	5.106832	7.979874	-2.0159178	-0.11025487	-0.029028457	-0.16192019	-220.20001	-103.8	-108.600006	26.295475	none
77.81975	5.116409	7.9990277	-1.9536686	-0.11957593	-0.039947417	-0.16964336	-220.20001	-103.8	-108.600006	26.28649	none
77.82193	5.058948	7.979874	-1.8842367	-0.12463594	-0.041279	-0.16937704	-220.20001	-103.8	-108.600006	26.271513	none
77.824104	4.987122	7.967903	-2.0015526	-0.12516858	-0.03834952	-0.1667139	-220.20001	-103.8	-108.600006	26.277504	none
77.82629	4.9416323	7.869741	-2.0087352	-0.12010857	-0.03834952	-0.16538231	-210.6	-114.600006	-123.00001	26.322432	none
77.828476	4.9176903	7.7069354	-2.0015526	-0.112119086	-0.05006743	-0.15233281	-210.6	-114.600006	-123.00001	26.292479	none
77.83066	4.936844	7.675811	-2.0326772	-0.10279802	-0.055127434	-0.14088123	-210.6	-114.600006	-123.00001	26.340403	none
77.83283	4.9775453	7.5824366	-1.9177556	-0.09720538	-0.062051654	-0.13129385	-210.6	-114.600006	-123.00001	26.29847	none
77.835014	4.972757	7.589619	-1.8650831	-0.08442221	-0.06657903	-0.11824436	-220.20001	-105.00001	-111.00001	26.28649	none
77.837204	5.032612	7.529764	-1.8746599	-0.075101145	-0.068176925	-0.10013486	-220.20001	-105.00001	-111.00001	26.274508	none
77.839386	5.032612	7.539341	-1.8818425	-0.060720075	-0.075101145	-0.076965354	-220.20001	-105.00001	-111.00001	26.280499	none
77.84157	5.0182467	7.517793	-1.8698715	-0.048203215	-0.07403588	-0.066046394	-220.20001	-105.00001	-111.00001	26.30446	none
77.84374	4.9823337	7.489063	-1.8722657	-0.03701794	-0.07456851	-0.053795855	-220.20001	-105.00001	-111.00001	26.292479	none
77.845924	4.9655743	7.5106106	-1.9081788	-0.024501082	-0.07483483	-0.0396811	-220.20001	-101.4	-105.00001	26.283493	none
77.848114	4.927267	7.5584946	-1.8770541	-0.014114754	-0.07057377	-0.02876214	-220.20001	-101.4	-105.00001	26.277504	none
77.850296	4.8961425	7.606379	-1.8267759	0.0026631611	-0.06684534	-0.010652645	-220.20001	-101.4	-105.00001	26.238565	none
77.85248	4.853047	7.6853876	-1.8124107	0.011185277	-0.063116916	-0.004261058	-220.20001	-101.4	-105.00001	26.283493	none
77.85465	4.9081135	7.6973586	-1.7908629	0.019973708	-0.058056913	0.0053263223	-223.8	-106.200005	-107.4	26.295475	none
77.85685	4.996699	7.773973	-1.7932571	0.022370555	-0.06098639	0.010120012	-223.8	-106.200005	-107.4	26.259533	none
77.859024	5.0134583	7.764396	-1.7262194	0.02609898	-0.05832323	0.014913702	-223.8	-106.200005	-107.4	26.307455	none
77.861206	5.097255	7.7931266	-1.7357962	0.028229509	-0.06098639	0.023169503	-223.8	-106.200005	-107.4	26.23557	none
77.86339	5.2026005	7.785944	-1.7788919	0.030626353	-0.06391586	0.021837922	-223.8	-106.200005	-107.4	26.292479	none
77.86558	5.2480903	7.7548194	-1.8770541	0.03009372	-0.057790596	0.021571605	-218.40001	-111.600006	-111.600006	26.30446	none
77.86776	5.3103395	7.788338	-1.8746599	0.025832662	-0.057790596	0.019973708	-218.40001	-111.600006	-111.600006	26.346392	none
77.869934	5.3342814	7.7548194	-1.9129672	0.026897928	-0.056459017	0.011984225	-218.40001	-111.600006	-111.600006	26.337406	none
77.872116	5.410896	7.7931266	-1.9752164	0.026365295	-0.052464273	0.0037284256	-218.40001	-111.600006	-111.600006	26.307455	none
77.8743	5.463568	7.78355	-2.0231004	0.01784318	-0.038615838	-0.006924219	-218.40001	-111.600006	-111.600006	26.38533	none
77.87649	5.48751	7.8170686	-2.0326772	0.011984225	-0.028495824	-0.017576864	-208.20001	-123.00001	-125.4	26.340403	none
77.87867	5.554548	7.8649526	-2.1021092	0.007456851	-0.018375812	-0.02396845	-208.20001	-123.00001	-125.4	26.32842	none
77.880844	5.5497594	7.881712	-2.0709844	0.002130529	-0.010652645	-0.033023197	-208.20001	-123.00001	-125.4	26.319435	none
77.883026	5.566519	7.9008656	-2.0829554	-0.0053263223	-0.004527374	-0.04181163	-208.20001	-123.00001	-125.4	26.343397	none
77.88521	5.530606	7.9607205	-2.1284454	-0.020772656	0.0053263223	-0.0644485	-215.40001	-102.600006	-111.00001	26.250547	none
77.8874	5.521029	7.908048	-2.0566192	-0.02876214	0.0127831735	-0.07856325	-215.40001	-102.600006	-111.00001	26.262527	none
77.88958	5.5497594	7.9224133	-2.0638018	-0.046072688	0.01571265	-0.09374327	-215.40001	-102.600006	-111.00001	26.307455	none
77.891754	5.5258174	7.9248075	-1.9512744	-0.057790596	0.02396845	-0.10679276	-215.40001	-102.600006	-111.00001	26.319435	none
77.89394	5.499481	7.893683	-1.9488802	-0.071106404	0.035153728	-0.11584751	-215.40001	-102.600006	-111.00001	26.262527	none
77.896126	5.422867	7.860164	-1.9057846	-0.08974853	0.056459017	-0.13582122	-223.20001	-102.00001	-111.600006	26.253542	none
77.89831	5.4085016	7.8769236	-1.9297266	-0.10146644	0.06737798	-0.14460965	-223.20001	-102.00001	-111.600006	26.262527	none
77.90049	5.3318872	7.824251	-1.9728222	-0.11504856	0.077231675	-0.15472966	-223.20001	-102.00001	-111.600006	26.29847	none
77.902664	5.231331	7.833828	-1.9752164	-0.12676647	0.090014845	-0.15952335	-223.20001	-102.00001	-111.600006	26.280499	none
77.90485	5.2026005	7.819463	-1.9752164	-0.13608754	0.100933805	-0.1669802	-217.20001	-104.4	-110.4	26.280499	none
77.907036	5.1666875	7.7811556	-1.8890251	-0.14460965	0.12117383	-0.17310548	-217.20001	-104.4	-110.4	26.244556	none
77.90922	5.1235914	7.7332716	-1.8507179	-0.14913702	0.13209279	-0.17816548	-217.20001	-104.4	-110.4	26.226585	none
77.9114	5.092467	7.6973586	-1.7932571	-0.15845808	0.14088123	-0.1784318	-217.20001	-104.4	-110.4	26.277504	none
77.913574	5.0900726	7.5824366	-1.7310078	-0.16005598	0.14727281	-0.17443706	-217.20001	-104.4	-110.4	26.292479	none
77.915764	5.0541596	7.2807674	-1.6927006	-0.16085494	0.15020229	-0.16724652	-215.40001	-102.600006	-113.4	26.277504	none
77.917946	4.9919105	4.5992613	-0.272939	-0.16138756	0.10333065	-0.16378441	-215.40001	-102.600006	-113.4	26.250547	none
77.92013	4.900931	5.461174	-0.6512229	-0.15259913	-0.009054748	-0.17044231	-215.40001	-102.600006	-113.4	26.283493	none
77.92231	4.96318	6.55293	-1.115698	-0.12516858	-0.07829694	-0.17576863	-215.40001	-102.600006	-113.4	26.325426	none
77.9245	5.1523223	7.5944076	-1.6519991	-0.09880328	-0.056459017	-0.16964336	-217.8	-101.4	-108.600006	26.283493	none
77.926674	5.2768207	8.336611	-2.0518308	-0.057790596	0.06551377	-0.15259913	-217.8	-101.4	-108.600006	26.334412	none
77.928856	5.2720323	8.710106	-2.255338	-0.02609898	0.23515713	-0.12650016	-217.8	-101.4	-108.600006	26.31045	none
77.93104	5.0278234	8.935161	-2.3104045	0.02263687	0.43063316	-0.083889574	-217.8	-101.4	-108.600006	26.29847	none
77.93321	4.7070007	9.011775	-2.2816741	0.044208474	0.4876248	-0.05752428	-217.8	-101.4	-108.600006	26.250547	none
77.93541	4.4101195	8.772355	-2.2098482	0.059921127	0.49002165	-0.032756884	-225.6	-102.00001	-109.200005	26.283493	none
77.937584	4.1946416	8.480263	-2.0685902	0.06870956	0.43729106	-0.011185277	-225.6	-102.00001	-109.200005	26.301464	none
77.939766	4.134786	8.130709	-1.9512744	0.06471482	0.34274885	0.0010652645	-225.6	-102.00001	-109.200005	26.295475	none
77.94195	4.110844	7.797915	-1.8028339	0.048469532	0.17923075	0.010918961	-225.6	-102.00001	-109.200005	26.247551	none
77.94414	4.209007	7.678205	-1.7190368	0.03542004	0.072970614	0.01304949	-226.20001	-106.200005	-106.200005	26.29847	none
77.94632	4.3263226	7.577648	-1.7142484	0.019441076	0.00958738	0.01304949	-226.20001	-106.200005	-106.200005	26.262527	none
77.948494	4.453215	7.515399	-1.8148049	0.00479369	-0.026365295	0.017310547	-226.20001	-106.200005	-106.200005	26.262527	none
77.950676	4.642357	7.4723034	-1.8890251	-0.010918961	-0.047670584	0.018908445	-226.20001	-106.200005	-106.200005	26.289484	none
77.952866	4.9224787	7.345411	-1.745373	-0.027963191	-0.03568636	0.02956109	-226.20001	-106.200005	-106.200005	26.277504	none
77.95505	5.0541596	7.3430166	-1.8124107	-0.03568636	-0.0039947415	0.041279	-204.00002	-116.4	-129.6	26.313446	none
77.95723	5.0876784	7.2831616	-1.8124107	-0.04447479	0.03542004	0.049801115	-204.00002	-116.4	-129.6	26.250547	none
77.959404	5.121197	7.2951326	-1.8674773	-0.046072688	0.072171666	0.059388492	-204.00002	-116.4	-129.6	26.271513	none
