T	AX	AY	AZ	HX	HY	HZ	MX	MY	MZ	Temp	Move
87.587524	-2.0614076	0.0	-9.13388	-0.073236935	-0.010120012	0.056991648	31.2	-18.0	-366.0	26.867554	rightupcircle
87.58971	-2.0614076	-0.016759412	-9.107543	-0.070307456	0.0	0.051132694	31.2	-18.0	-366.0	26.729774	rightupcircle
87.591896	-2.0805612	-0.011971008	-9.050082	-0.06924219	0.0053263223	0.04580637	31.2	-18.0	-366.0	26.831612	rightupcircle
87.59408	-2.0614076	0.021547815	-9.109938	-0.068176925	0.007456851	0.038615838	31.2	-18.0	-366.0	26.879534	rightupcircle
87.59626	-2.0446482	0.0023942017	-9.038112	-0.06391586	0.013582122	0.03542004	43.2	-34.800003	-378.0	26.816635	rightupcircle
87.598434	-2.0614076	0.035913024	-9.028535	-0.061252706	0.015180019	0.028495824	43.2	-34.800003	-378.0	26.831612	rightupcircle
87.60062	-2.0254946	0.02633622	-9.006987	-0.06018744	0.020506341	0.018109497	43.2	-34.800003	-378.0	26.81364	rightupcircle
87.602806	-1.99437	0.016759412	-8.939949	-0.054594804	0.025300032	0.01571265	43.2	-34.800003	-378.0	26.8376	rightupcircle
87.60499	-1.9919758	0.033518825	-8.971074	-0.05006743	0.029294772	0.012250541	33.0	-17.400002	-365.40002	26.82562	rightupcircle
87.60717	-1.9440918	0.045489833	-8.932767	-0.04474111	0.031158986	0.01304949	33.0	-17.400002	-365.40002	26.840597	rightupcircle
87.609344	-1.9488802	0.095768064	-8.990228	-0.04261058	0.03089267	0.006924219	33.0	-17.400002	-365.40002	26.804655	rightupcircle
87.61153	-1.958457	0.033518825	-8.932767	-0.037550572	0.030626353	0.0037284256	33.0	-17.400002	-365.40002	26.8376	none
87.613716	-1.9871874	0.08379706	-8.954314	-0.033822145	0.027164243	-0.0010652645	33.0	-17.400002	-365.40002	26.834606	none
87.6159	-2.0159178	0.07182605	-8.987833	-0.030626353	0.029827405	-0.0018642128	33.0	-13.8	-361.80002	26.849583	none
87.61808	-2.066196	0.1340753	-9.038112	-0.022903185	0.028495824	-0.00958738	33.0	-13.8	-361.80002	26.8376	none
87.62027	-2.1045034	0.05267244	-9.01417	-0.017576864	0.027696876	-0.012250541	33.0	-13.8	-361.80002	26.843592	none
87.622444	-2.1739352	0.08140286	-9.078813	-0.010918961	0.038615838	-0.01571265	33.0	-13.8	-361.80002	26.810646	none
87.624626	-2.2290018	0.009576807	-9.107543	-0.011185277	0.041545313	-0.025033714	33.0	-13.8	-361.80002	26.840597	none
87.62681	-2.2529438	-0.035913024	-9.097966	-0.0037284256	0.042077947	-0.026631612	36.0	-12.0	-360.0	26.86456	none
87.62899	-2.3391352	-0.02633622	-9.105149	-0.002130529	0.04181163	-0.027696876	36.0	-12.0	-360.0	26.855572	none
87.631165	-2.2960393	0.0	-9.059659	-5.326322E-4	0.036485307	-0.03169162	36.0	-12.0	-360.0	26.828617	none
87.633354	-2.3247697	-0.0023942017	-9.064447	-0.0010652645	0.02609898	-0.03089267	36.0	-12.0	-360.0	26.831612	none
87.63554	-2.3319526	0.035913024	-9.090784	0.0031957934	0.014647386	-0.030360037	48.600002	-33.0	-375.0	26.834606	none
87.63772	-2.3415294	0.007182605	-9.050082	0.00479369	0.008522116	-0.02876214	48.600002	-33.0	-375.0	26.885525	none
87.6399	-2.3247697	0.038307227	-9.107543	-0.0029294773	-0.002396845	-0.028495824	48.600002	-33.0	-375.0	26.89451	none
87.64209	-2.3247697	0.05267244	-9.165004	-0.0026631611	-0.01438107	-0.024234766	48.600002	-33.0	-375.0	26.852577	none
87.644264	-2.3175871	0.04070143	-9.157822	-0.007190535	-0.021038974	-0.017044231	48.600002	-33.0	-375.0	26.8376	none
87.64645	-2.2888567	0.038307227	-9.165004	-0.011451593	-0.03169162	-0.0029294773	34.800003	-21.6	-366.0	26.804655	none
87.64863	-2.3008277	0.02873042	-9.13388	-0.017576864	-0.043409526	0.0058589545	34.800003	-21.6	-366.0	26.834606	none
87.65082	-2.291251	0.02633622	-9.095572	-0.021571605	-0.051132694	0.018375812	34.800003	-21.6	-366.0	26.843592	none
87.653	-2.2577322	-0.021547815	-9.11712	-0.027164243	-0.059388492	0.02743056	34.800003	-21.6	-366.0	26.831612	none
87.655174	-2.243367	-0.06703765	-9.074024	-0.033289514	-0.07456851	0.038615838	33.600002	-14.400001	-363.6	26.846588	none
87.65736	-2.255338	-0.045489833	-9.085996	-0.0479369	-0.092944324	0.057257965	33.600002	-14.400001	-363.6	26.86456	none
87.65954	-2.2098482	-0.016759412	-9.0476885	-0.054594804	-0.10519487	0.06924219	33.600002	-14.400001	-363.6	26.873543	none
87.66173	-2.2529438	-0.062249243	-9.004593	-0.058056913	-0.11771172	0.07882957	33.600002	-14.400001	-363.6	26.867554	none
87.66391	-2.231396	-0.050278235	-9.119514	-0.061519023	-0.124902256	0.08548747	33.600002	-14.400001	-363.6	26.867554	none
87.666084	-2.267309	-0.045489833	-9.141062	-0.061252706	-0.13182648	0.09161274	30.6	-15.000001	-367.80002	26.891514	none
87.66827	-2.2385786	0.023942016	-9.095572	-0.066312715	-0.13156016	0.09640643	30.6	-15.000001	-367.80002	26.8376	none
87.670456	-2.2529438	0.0047884034	-9.126697	-0.0644485	-0.12756541	0.104928546	30.6	-15.000001	-367.80002	26.846588	none
87.67264	-2.2385786	0.0047884034	-9.160215	-0.066046394	-0.12144015	0.10279802	30.6	-15.000001	-367.80002	26.840597	none
87.67482	-2.27928	0.038307227	-9.136273	-0.06231797	-0.11424961	0.10013486	38.4	-26.400002	-375.6	26.861563	none
87.676994	-2.2888567	0.088585466	-9.100361	-0.06258429	-0.10439592	0.09880328	38.4	-26.400002	-375.6	26.89451	none
87.679184	-2.3175871	0.10295067	-9.119514	-0.061519023	-0.09321064	0.09640643	38.4	-26.400002	-375.6	26.843592	none
87.681366	-2.3199813	0.10295067	-9.093178	-0.055926383	-0.08681905	0.09134643	38.4	-26.400002	-375.6	26.831612	none
87.68355	-2.2625206	0.16998832	-9.028535	-0.055926383	-0.07829694	0.088150635	38.4	-26.400002	-375.6	26.87654	none
87.68573	-2.243367	0.06464344	-8.932767	-0.05486112	-0.06977482	0.08069378	33.0	-17.400002	-363.0	26.82562	none
87.68792	-2.243367	0.050278235	-8.949526	-0.052996907	-0.066046394	0.07536746	33.0	-17.400002	-363.0	26.861563	none
87.690094	-2.2002714	0.10295067	-8.92319	-0.053263225	-0.06657903	0.061519023	33.0	-17.400002	-363.0	26.840597	none
87.692276	-2.1787236	0.079008654	-8.918402	-0.05139901	-0.06471482	0.054594804	33.0	-17.400002	-363.0	26.798664	none
87.69446	-2.1739352	0.079008654	-8.925584	-0.046339005	-0.06364955	0.051931642	31.800001	-15.000001	-363.0	26.843592	none
87.69664	-2.099715	0.07182605	-8.822633	-0.04447479	-0.06524745	0.048469532	31.800001	-15.000001	-363.0	26.81364	none
87.698814	-2.123657	0.12928689	-8.916007	-0.03781689	-0.0628506	0.040213734	31.800001	-15.000001	-363.0	26.858568	none
87.701004	-2.0805612	0.16280572	-8.954314	-0.03488741	-0.054594804	0.037550572	31.800001	-15.000001	-363.0	26.909485	none
87.703186	-2.087744	0.15562311	-8.884883	-0.025300032	-0.043409526	0.0314253	31.800001	-15.000001	-363.0	26.897505	none
87.70537	-2.123657	0.15322891	-8.947132	-0.017044231	-0.02956109	0.03009372	31.800001	-19.800001	-363.0	26.855572	none
87.70756	-2.1308396	0.11731588	-8.8777	-0.007989483	-0.014647386	0.024767399	31.800001	-19.800001	-363.0	26.852577	none
87.70974	-2.171541	0.14844051	-8.880095	0.0013315806	-0.0013315806	0.02396845	31.800001	-19.800001	-363.0	26.861563	none
87.711914	-2.1859062	0.20350714	-8.839393	0.008788432	0.011984225	0.018109497	31.800001	-19.800001	-363.0	26.867554	none
87.714096	-2.171541	0.1436521	-8.844181	0.020240024	0.02956109	0.01438107	31.800001	-19.800001	-363.0	26.792675	none
87.716286	-2.2984335	0.16759412	-8.880095	0.028495824	0.03781689	0.011185277	34.2	-19.800001	-364.2	26.834606	none
87.71847	-2.2744915	0.1364695	-8.9040365	0.03542004	0.041545313	0.009321064	34.2	-19.800001	-364.2	26.82562	none
87.72065	-2.2481554	0.1316811	-8.9040365	0.04181163	0.041279	0.0031957934	34.2	-19.800001	-364.2	26.81364	none
87.722824	-2.2122424	0.11731588	-8.956709	0.049534798	0.0396811	-5.326322E-4	34.2	-19.800001	-364.2	26.810646	none
87.725006	-2.2457612	0.11492168	-8.920795	0.060453758	0.034088463	-0.0058589545	37.800003	-10.200001	-367.80002	26.8376	none
87.72719	-2.2337902	0.1364695	-8.930372	0.06684534	0.03435478	-0.0055926386	37.800003	-10.200001	-367.80002	26.798664	none
87.72938	-2.2026656	0.10295067	-8.983045	0.07376956	0.03435478	-0.0063915867	37.800003	-10.200001	-367.80002	26.82562	none
87.73156	-2.1643584	0.14844051	-8.959103	0.08229168	0.03355583	-0.007190535	37.800003	-10.200001	-367.80002	26.81963	none
87.733734	-2.1547816	0.093373865	-8.949526	0.082025364	0.03888215	-0.005060006	37.800003	-10.200001	-367.80002	26.86456	none
87.735916	-2.1284454	0.07182605	-9.040505	0.09454222	0.053795855	-0.0055926386	31.2	-16.800001	-366.0	26.885525	none
87.738106	-2.1188686	0.033518825	-9.105149	0.09427591	0.058056913	-0.0034621095	31.2	-16.800001	-366.0	26.840597	none
87.74029	-2.1380222	0.09816227	-9.165004	0.10279802	0.0644485	-0.00479369	31.2	-16.800001	-366.0	26.801659	none
87.74247	-2.1428106	0.1436521	-9.246407	0.10945592	0.0777643	-0.0026631611	31.2	-16.800001	-366.0	26.81963	none
87.744644	-2.2577322	0.22744916	-9.291897	0.113983296	0.087085366	-0.002396845	31.2	-16.800001	-367.2	26.861563	none
87.746826	-2.2505496	0.30406362	-9.3733	0.120907515	0.105993815	-0.002396845	31.2	-16.800001	-367.2	26.846588	none
87.749016	-2.2864625	0.32561144	-9.277532	0.1222391	0.11558119	-0.002396845	31.2	-16.800001	-367.2	26.846588	none
87.7512	-2.3391352	0.31364042	-9.296685	0.12197278	0.11797804	-0.0034621095	31.2	-16.800001	-367.2	26.867554	none
87.75338	-2.315193	0.33518824	-9.354146	0.11957593	0.11664646	-0.008255799	31.2	-16.800001	-367.2	26.870548	none
87.755554	-2.372654	0.32321724	-9.394848	0.11824436	0.10066749	-0.011451593	33.0	-17.400002	-364.2	26.849583	none
87.757744	-2.3558946	0.2705448	-9.339781	0.10892329	0.075101145	-0.019707393	33.0	-17.400002	-364.2	26.849583	none
87.759926	-2.3558946	0.2705448	-9.394848	0.10013486	0.0561927	-0.023435818	33.0	-17.400002	-364.2	26.80765	none
87.76211	-2.3056161	0.2633622	-9.428367	0.09534117	0.0396811	-0.02609898	33.0	-17.400002	-364.2	26.816635	none
87.76429	-2.3199813	0.22026655	-9.495404	0.08548747	0.029028457	-0.03089267	37.800003	-17.400002	-360.6	26.81364	none
87.76648	-2.2768857	0.22266077	-9.464279	0.07669904	0.016777916	-0.0314253	37.800003	-17.400002	-360.6	26.873543	none
87.768654	-2.2266076	0.20111294	-9.476251	0.06471482	0.010918961	-0.028495824	37.800003	-17.400002	-360.6	26.89451	none
87.770836	-2.2098482	0.19153613	-9.442732	0.056459017	0.00479369	-0.027963191	37.800003	-17.400002	-360.6	26.852577	none
87.77302	-2.1380222	0.18914193	-9.461885	0.04580637	2.663161E-4	-0.025300032	37.800003	-17.400002	-360.6	26.849583	none
87.77521	-2.1643584	0.16998832	-9.442732	0.036218993	0.004527374	-0.017576864	32.4	-18.0	-362.40002	26.861563	none
87.77739	-2.1523874	0.20350714	-9.349358	0.028495824	0.008522116	-0.011185277	32.4	-18.0	-362.40002	26.867554	none
87.779564	-2.135628	0.16759412	-9.390059	0.017044231	0.016245283	-0.007456851	32.4	-18.0	-362.40002	26.861563	none
87.781746	-2.0757728	0.1604115	-9.382876	0.0018642128	0.027963191	0.004527374	32.4	-18.0	-362.40002	26.849583	none
87.78393	-2.1188686	0.1364695	-9.363723	-0.007456851	0.03542004	0.012250541	33.0	-7.8	-360.6	26.79567	none
87.78612	-2.1452048	0.1388637	-9.382876	-0.017044231	0.04234426	0.019441076	33.0	-7.8	-360.6	26.846588	none
87.7883	-2.1212628	0.11492168	-9.397242	-0.026897928	0.047670584	0.024234766	33.0	-7.8	-360.6	26.912481	none
87.790474	-2.0949266	0.095768064	-9.380483	-0.033822145	0.05139901	0.029827405	33.0	-7.8	-360.6	26.897505	none
87.792656	-2.1092918	0.06943185	-9.306262	-0.049534798	0.05912218	0.038615838	33.0	-7.8	-360.6	26.87654	none
87.794846	-2.1284454	0.08619126	-9.397242	-0.057257965	0.066046394	0.042077947	35.4	-17.400002	-367.80002	26.822626	none
87.79703	-2.1404164	0.11492168	-9.325416	-0.06870956	0.06524745	0.048469532	35.4	-17.400002	-367.80002	26.843592	none
87.79921	-2.1021092	0.1364695	-9.354146	-0.07856325	0.06258429	0.049801115	35.4	-17.400002	-367.80002	26.840597	none
87.801384	-2.1140802	0.17477672	-9.349358	-0.08495484	0.06551377	0.051931642	35.4	-17.400002	-367.80002	26.798664	none
87.80357	-2.1284454	0.17477672	-9.387665	-0.0958738	0.060720075	0.05566007	35.4	-17.400002	-367.80002	26.831612	none
87.805756	-2.1140802	0.16280572	-9.349358	-0.10279802	0.05352954	0.05539375	39.600002	-13.200001	-366.0	26.88852	none
87.80794	-2.1188686	0.1436521	-9.349358	-0.10466223	0.048203215	0.054594804	39.600002	-13.200001	-366.0	26.786684	none
87.81012	-2.1308396	0.090979666	-9.423578	-0.109988555	0.039947417	0.05486112	39.600002	-13.200001	-366.0	26.891514	none
87.812294	-2.1045034	0.038307227	-9.3421755	-0.112119086	0.03195793	0.054062173	39.600002	-13.200001	-366.0	26.861563	none
87.814476	-2.0901382	-0.009576807	-9.406818	-0.11558119	0.022104237	0.052996907	36.0	-18.0	-360.0	26.87654	none
87.816666	-2.0757728	-0.035913024	-9.411607	-0.11504856	0.016511599	0.052996907	36.0	-18.0	-360.0	26.88253	none
87.81885	-2.087744	-0.01436521	-9.26556	-0.113983296	0.015446335	0.05006743	36.0	-18.0	-360.0	26.846588	none
87.82102	-2.0949266	-0.01436521	-9.320627	-0.11851067	0.011717909	0.050333746	36.0	-18.0	-360.0	26.855572	none
87.823204	-2.1140802	-0.035913024	-9.31105	-0.11265171	0.0039947415	0.05352954	36.0	-18.0	-360.0	26.822626	none
87.82539	-2.1308396	0.023942016	-9.260772	-0.10865697	-7.9894834E-4	0.046871636	31.2	-15.6	-360.0	26.801659	none
87.827576	-2.147599	0.059855044	-9.255983	-0.10546118	-0.0029294773	0.046871636	31.2	-15.6	-360.0	26.87654	none
87.82976	-2.1140802	0.045489833	-9.196129	-0.105993815	-0.0053263223	0.04447479	31.2	-15.6	-360.0	26.846588	none
87.83195	-2.1906946	0.05746084	-9.167398	-0.10279802	-0.007456851	0.04527374	31.2	-15.6	-360.0	26.840597	none
87.83412	-2.2002714	0.035913024	-9.244013	-0.09827065	-0.0053263223	0.04660532	33.600002	-14.400001	-358.80002	26.849583	none
87.8363	-2.231396	-0.021547815	-9.188946	-0.09241169	-0.019441076	0.047670584	33.600002	-14.400001	-358.80002	26.873543	none
87.838486	-2.2601264	0.011971008	-9.179369	-0.09267801	-0.024234766	0.047404267	33.600002	-14.400001	-358.80002	26.873543	none
87.84066	-2.2505496	0.0	-9.174581	-0.08948222	-0.03169162	0.045540057	33.600002	-14.400001	-358.80002	26.891514	none
87.84284	-2.2697031	0.0	-9.153033	-0.08655274	-0.0396811	0.04580637	33.600002	-14.400001	-358.80002	26.86456	none
87.84503	-2.2457612	-0.019153614	-9.217676	-0.080960095	-0.04580637	0.043675844	36.600002	-10.200001	-366.6	26.861563	none
87.84721	-2.2002714	0.016759412	-9.193734	-0.07403588	-0.049801115	0.04474111	36.600002	-10.200001	-366.6	26.82562	none
87.849396	-2.1571758	-0.0023942017	-9.14585	-0.06924219	-0.060720075	0.045007423	36.600002	-10.200001	-366.6	26.810646	none
87.85157	-2.1428106	-0.047884032	-9.114726	-0.070307456	-0.06231797	0.050333746	36.600002	-10.200001	-366.6	26.855572	none
87.85377	-2.1763294	-0.045489833	-9.093178	-0.066046394	-0.07057377	0.05139901	31.2	-18.0	-360.0	26.822626	none
87.85594	-2.15957	-0.107739076	-9.085996	-0.059921127	-0.076965354	0.047670584	31.2	-18.0	-360.0	26.82562	none
87.85812	-2.099715	-0.16280572	-9.176975	-0.058056913	-0.07882957	0.052464273	31.2	-18.0	-360.0	26.86456	none
87.860306	-2.1068976	-0.20350714	-9.143456	-0.053263225	-0.08442221	0.059388492	31.2	-18.0	-360.0	26.867554	none
87.862495	-2.1164744	-0.18195933	-9.131485	-0.045540057	-0.082025364	0.060453758	31.2	-18.0	-360.0	26.858568	none
87.86468	-2.111686	-0.24420857	-9.076419	-0.045007423	-0.0743022	0.064182185	30.6	-23.400002	-360.6	26.858568	none
87.86685	-2.0805612	-0.23702596	-9.131485	-0.038615838	-0.07376956	0.06524745	30.6	-23.400002	-360.6	26.846588	none
87.86903	-2.0829554	-0.18674773	-9.157822	-0.03355583	-0.06551377	0.068176925	30.6	-23.400002	-360.6	26.855572	none
87.871216	-2.0590134	-0.1604115	-9.186552	-0.017576864	-0.052996907	0.076965354	30.6	-23.400002	-360.6	26.79567	none
87.873405	-2.0470424	-0.18435353	-9.172187	-0.015446335	-0.039947417	0.07643273	30.6	-23.400002	-360.6	26.831612	none
87.87559	-2.0518308	-0.17717093	-9.141062	-0.006924219	-0.025300032	0.08548747	30.6	-23.400002	-360.6	26.846588	none
87.87776	-2.018312	-0.1364695	-9.129091	0.0	-0.006657903	0.08948222	30.6	-23.400002	-360.6	26.82562	none
87.879944	-2.0039468	-0.11731588	-9.107543	0.0077231675	0.010652645	0.090281166	30.6	-23.400002	-360.6	26.81963	none
87.882126	-1.99437	-0.1340753	-9.138668	0.021038974	0.02876214	0.09454222	30.6	-23.400002	-360.6	26.816635	none
87.884315	-1.9608512	-0.08619126	-9.131485	0.025033714	0.04181163	0.09374327	31.800001	-18.6	-366.6	26.879534	none
87.8865	-1.9991584	-0.050278235	-9.085996	0.032490566	0.046871636	0.09560748	31.800001	-18.6	-366.6	26.804655	none
87.88867	-1.970428	-0.06943185	-9.153033	0.03781689	0.054594804	0.09640643	31.800001	-18.6	-366.6	26.855572	none
87.890854	-1.982399	-0.06703765	-9.165004	0.04474111	0.06018744	0.09454222	31.800001	-18.6	-366.6	26.861563	none
87.89304	-1.9680338	0.019153614	-9.215282	0.053263225	0.070307456	0.09267801	31.800001	-18.6	-366.6	26.86456	none
87.895226	-1.9512744	-0.011971008	-9.181764	0.057790596	0.071106404	0.090014845	37.800003	-11.400001	-369.0	26.855572	none
87.89741	-1.982399	0.031124622	-9.215282	0.05832323	0.07829694	0.08841695	37.800003	-11.400001	-369.0	26.852577	none
87.89958	-1.9871874	0.06703765	-9.23683	0.06498113	0.08468852	0.08894958	37.800003	-11.400001	-369.0	26.849583	none
87.90177	-1.946486	0.011971008	-9.19134	0.06391586	0.08948222	0.082558	37.800003	-11.400001	-369.0	26.867554	none
87.90395	-1.9488802	0.1436521	-9.301474	0.06657903	0.09534117	0.076965354	31.2	-14.400001	-362.40002	26.885525	none
87.906136	-1.958457	0.107739076	-9.23683	0.07137272	0.09773801	0.07243799	31.2	-14.400001	-362.40002	26.873543	none
87.90832	-1.9680338	0.12210429	-9.354146	0.073236935	0.10466223	0.06391586	31.2	-14.400001	-362.40002	26.861563	none
87.91049	-1.9560628	0.10534488	-9.404425	0.07137272	0.108124346	0.05885586	31.2	-14.400001	-362.40002	26.88852	none
87.91268	-1.9393034	0.076614454	-9.28232	0.07456851	0.113983296	0.054594804	31.2	-14.400001	-362.40002	26.82562	none
87.91486	-1.9560628	0.11492168	-9.349358	0.072970614	0.11984225	0.05139901	33.0	-16.2	-364.2	26.870548	none
87.917046	-2.0111294	0.15562311	-9.394848	0.07243799	0.124902256	0.040480047	33.0	-16.2	-364.2	26.822626	none
87.91923	-1.958457	0.1604115	-9.375694	0.07456851	0.12436963	0.032490566	33.0	-16.2	-364.2	26.82562	none
87.92142	-2.0015526	0.17717093	-9.423578	0.070041135	0.123836994	0.028495824	33.0	-16.2	-364.2	26.88253	none
87.92359	-1.9800048	0.23223756	-9.394848	0.068176925	0.114782244	0.020506341	30.000002	-18.0	-363.6	26.846588	none
87.92577	-2.0207062	0.24181437	-9.445126	0.06711166	0.101999074	0.01304949	30.000002	-18.0	-363.6	26.843592	none
87.927956	-1.9656396	0.22984336	-9.44752	0.061252706	0.080960095	0.007456851	30.000002	-18.0	-363.6	26.846588	none
87.930145	-2.0087352	0.17717093	-9.52174	0.0561927	0.06870956	0.00479369	30.000002	-18.0	-363.6	26.88253	none
87.93233	-1.9776106	0.16759412	-9.416395	0.056459017	0.055127434	-0.0029294773	30.000002	-18.0	-363.6	26.87654	none
87.9345	-1.922544	0.12210429	-9.481039	0.05352954	0.048203215	-0.009321064	29.400002	-23.400002	-372.6	26.834606	none
87.93668	-1.9847932	0.1604115	-9.540894	0.053795855	0.041279	-0.011717909	29.400002	-23.400002	-372.6	26.870548	none
87.93887	-1.9129672	0.11252748	-9.545682	0.04474111	0.04234426	-0.015978966	29.400002	-23.400002	-372.6	26.843592	none
87.941055	-1.946486	0.10534488	-9.533711	0.04261058	0.041279	-0.019707393	29.400002	-23.400002	-372.6	26.834606	none
87.94324	-1.9249382	0.07182605	-9.545682	0.03914847	0.042077947	-0.018908445	31.800001	-12.6	-366.6	26.8376	none
87.94541	-1.9273324	0.095768064	-9.531317	0.03834952	0.050333746	-0.016245283	31.800001	-12.6	-366.6	26.858568	none
87.94759	-1.8914193	0.05267244	-9.555259	0.03542004	0.05885586	-0.018109497	31.800001	-12.6	-366.6	26.873543	none
87.94978	-1.910573	0.031124622	-9.591172	0.027963191	0.066046394	-0.015446335	31.800001	-12.6	-366.6	26.849583	none
87.951965	-2.0111294	0.031124622	-9.560047	0.022104237	0.06391586	-0.011717909	31.800001	-12.6	-366.6	26.858568	none
87.95415	-1.9967642	0.059855044	-9.64145	0.022370555	0.06258429	-0.010120012	33.0	-17.400002	-365.40002	26.885525	none
87.95632	-1.9680338	0.0023942017	-9.595961	0.01438107	0.064182185	-0.0053263223	33.0	-17.400002	-365.40002	26.8376	none
87.95851	-2.018312	0.01436521	-9.600749	0.0077231675	0.052464273	-0.005060006	33.0	-17.400002	-365.40002	26.852577	none
87.96069	-2.0087352	0.059855044	-9.540894	5.326322E-4	0.04474111	-5.326322E-4	33.0	-17.400002	-365.40002	26.867554	none
87.962875	-2.0398598	0.090979666	-9.552865	-0.0058589545	0.040213734	0.006924219	34.800003	-21.6	-361.2	26.843592	none
87.96506	-2.0494366	0.059855044	-9.531317	-0.00958738	0.02876214	0.006924219	34.800003	-21.6	-361.2	26.8376	none
87.96725	-2.030283	0.05746084	-9.507375	-0.01917476	0.01784318	0.007989483	34.800003	-21.6	-361.2	26.846588	none
87.96942	-1.982399	0.04070143	-9.507375	-0.024767399	0.011185277	0.008788432	34.800003	-21.6	-361.2	26.87654	none
87.9716	-2.030283	0.02633622	-9.44752	-0.027696876	0.00479369	0.0127831735	34.800003	-21.6	-361.2	26.870548	none
87.973785	-2.0470424	0.04309563	-9.459491	-0.030626353	-0.0026631611	0.01438107	42.0	-28.800001	-375.6	26.858568	none
87.975975	-2.0207062	0.093373865	-9.425972	-0.034088463	-0.009054748	0.015978966	42.0	-28.800001	-375.6	26.852577	none
87.97814	-2.030283	0.06703765	-9.406818	-0.034621093	-0.01438107	0.014647386	42.0	-28.800001	-375.6	26.873543	none
87.98033	-1.9895816	0.10295067	-9.43076	-0.040480047	-0.014114754	0.01438107	42.0	-28.800001	-375.6	26.858568	none
87.98251	-1.9632454	0.095768064	-9.445126	-0.03914847	-0.01917476	0.016511599	42.0	-28.800001	-375.6	26.843592	none
87.984695	-1.9608512	0.11492168	-9.457097	-0.03888215	-0.01784318	0.017310547	29.400002	-16.2	-364.2	26.87654	none
87.98688	-1.9440918	0.10534488	-9.3733	-0.039414786	-0.019707393	0.020240024	29.400002	-16.2	-364.2	26.885525	none
87.98907	-1.9297266	0.1364695	-9.306262	-0.037284255	-0.022370555	0.019707393	29.400002	-16.2	-364.2	26.86456	none
87.99124	-1.9321208	0.12210429	-9.31105	-0.035952676	-0.024767399	0.020772656	29.400002	-16.2	-364.2	26.855572	none
87.99342	-1.958457	0.12210429	-9.301474	-0.03355583	-0.02743056	0.021837922	32.4	-19.2	-362.40002	26.88253	none
87.99561	-1.9393034	0.107739076	-9.294291	-0.036485307	-0.025832662	0.02130529	32.4	-19.2	-362.40002	26.87654	none
87.997795	-1.9201498	0.16759412	-9.3182335	-0.032490566	-0.027963191	0.020240024	32.4	-19.2	-362.40002	26.86456	none
87.99998	-1.9440918	0.093373865	-9.299079	-0.03435478	-0.03009372	0.017044231	32.4	-19.2	-362.40002	26.88852	none
88.00215	-1.922544	0.090979666	-9.334992	-0.034088463	-0.032490566	0.013582122	32.4	-19.2	-362.40002	26.87654	none
88.00434	-1.9129672	0.08619126	-9.325416	-0.031158986	-0.02876214	0.009321064	33.600002	-16.800001	-361.2	26.81364	none
88.006516	-1.9297266	0.095768064	-9.263166	-0.03009372	-0.025300032	0.009054748	33.600002	-16.800001	-361.2	26.846588	none
88.008705	-1.922544	0.10295067	-9.176975	-0.03435478	-0.023435818	0.0055926386	33.600002	-16.800001	-361.2	26.846588	none
88.01089	-1.910573	0.05746084	-9.244013	-0.03701794	-0.026365295	0.004261058	33.600002	-16.800001	-361.2	26.861563	none
88.01306	-1.8507179	0.09816227	-9.198523	-0.038083203	-0.02743056	0.0015978967	49.2	-30.000002	-373.2	26.816635	none
88.01524	-1.910573	0.06703765	-9.248801	-0.036485307	-0.029827405	-5.326322E-4	49.2	-30.000002	-373.2	26.852577	none
88.01743	-1.8507179	0.04309563	-9.141062	-0.0396811	-0.030360037	0.002130529	49.2	-30.000002	-373.2	26.930452	none
88.019615	-1.9153614	0.02873042	-9.174581	-0.03781689	-0.02263687	-7.9894834E-4	49.2	-30.000002	-373.2	26.912481	none
88.0218	-1.8866309	0.0047884034	-9.176975	-0.039414786	-0.01784318	-0.008255799	49.2	-30.000002	-373.2	26.87654	none
88.02397	-1.9057846	0.038307227	-9.284714	-0.03834952	-0.010652645	-0.013848438	39.0	-18.6	-367.80002	26.873543	none
88.02616	-1.922544	0.02633622	-9.275137	-0.03888215	0.0018642128	-0.011984225	39.0	-18.6	-367.80002	26.918472	none
88.02834	-2.0326772	0.007182605	-9.387665	-0.04314321	0.024234766	-0.016245283	39.0	-18.6	-367.80002	26.903496	none
88.030525	-2.0757728	0.019153614	-9.363723	-0.041012682	0.036751624	-0.017044231	39.0	-18.6	-367.80002	26.840597	none
88.03271	-2.1092918	-0.023942016	-9.351752	-0.03888215	0.04447479	-0.022104237	31.800001	-11.400001	-364.2	26.849583	none
88.0349	-2.1308396	-0.0047884034	-9.385271	-0.03888215	0.047404267	-0.024767399	31.800001	-11.400001	-364.2	26.843592	none
88.03707	-2.1380222	-0.019153614	-9.368511	-0.037550572	0.053263225	-0.025033714	31.800001	-11.400001	-364.2	26.831612	none
88.03925	-2.1188686	-0.0023942017	-9.354146	-0.03542004	0.049801115	-0.03169162	31.800001	-11.400001	-364.2	26.849583	none
88.041435	-2.1452048	-0.011971008	-9.325416	-0.036218993	0.045007423	-0.03169162	31.800001	-11.400001	-364.2	26.867554	none
88.04362	-2.1428106	-0.007182605	-9.272743	-0.038615838	0.042077947	-0.02956109	33.0	-15.000001	-363.0	26.939438	none
88.04581	-2.1021092	0.016759412	-9.251195	-0.039414786	0.040480047	-0.03009372	33.0	-15.000001	-363.0	26.924461	none
